id_campagne,nom,budget,date_debut,statut,canal,pays_cible,date_fin,responsable
CAMP_036573,"YouTube_Promo_Automne_39719","44113EUR",12.10.2020,"EN_COURS","Email","belgique",10-06-2024,"karim.leroux"
CAMP_036574,"Affiliation_Promo_BlackFriday_39720","43125",2020/05/23,"aCTIF","","Fr",13-09-2024,"Amira Faure"
CAMP_036575,"SEO_Lancement_Q3_39721","5.230EUR",02-02-2024,"En_Cours","SEO","US",,"Sophie Martin"
CAMP_036576,"Email_Promo_Q3_39722","N/A",2022/01/07,"aCTIF","N/A","ES",,"amira faure"
CAMP_036577,"Google_Soldes_Q2_39723","37558 $",07-01-2023,"ACTIF","DISPLAY","Belgique",2021-04-09,"sophie martin"
CAMP_036578,"Affiliation_Conversion_BlackFriday_39724","6221",13-07-2020,"TERMINE","display","Espagne",,"JEAN DUPONT"
CAMP_036579,"LinkedIn_Retargeting_Automne_39725","",sep 2022,"Terminé","Search","fr",2020/08/21,"karim.leroux"
CAMP_036580,"Google_Retargeting_Automne_39726","11873",08-08-2024,"En cours","Mail","UK",2021/12/07,""
CAMP_036581,"Email_Brand_Ete_39727","N/A",nov 2021,"DRAFT","SEARCH","allemagne",2024/12/03,"SOPHIE MARTIN"
CAMP_036582,"Instagram_Awareness_Printemps_39728","6143",07-03-2020,"Draft","e-mail","SUISSE",22-11-2021,"Sophie Martin"
CAMP_036583,"Twitter_Awareness_Q1_39729","28226 $",2022/03/08,"inactif","mail","Belgique",2020/09/03,"sophie martin"
CAMP_036584,"Email_Brand_Q3_39730","23061",,"Terminé","N/A","ES",2023/11/16,"Sophie Martin"
CAMP_036585,"YouTube_Brand_Q1_39731","38947 $",2024-10-27,"termine","DISPLAY","FRANCE",18-02-2022,""
CAMP_036586,"Email_Promo_Automne_39732","10990",03-05-2021,"terminé","N/A","de",2021/01/18,"Sophie Martin"
CAMP_036587,"TikTok_Soldes_BlackFriday_39733","21415",2024/07/28,"En cours","mail","BELGIQUE",09.10.2024,"Sophie Martin "
CAMP_036588,"Affiliation_Soldes_BlackFriday_39734","32354",04-01-2024,"En_Cours","Video","allemagne",2024/09/08,"INCONNU"
CAMP_036589,"Affiliation_Lancement_Automne_39735","",08.04.2021,"en_cours","Social Media","allemagne",2023/06/19,""
CAMP_036590,"Instagram_Brand_Ete_39736","11826",2023-08-22,"","Affiliation","CH",13-11-2022,"SOPHIE MARTIN"
CAMP_036591,"TikTok_Fidelite_Q4_39737","38784",,"PAUSE","","DE",2023/07/19," jean dupont "
CAMP_036592,"LinkedIn_Awareness_Printemps_39738","47703",2022/10/16,"EN_COURS","Email","USA",2024/11/04,"Sophie Martin "
CAMP_036593,"YouTube_Fidelite_Noel_39739","29917 $",dec 2020,"INACTIF","VIDEO","CH",2021/07/04,"Amira Faure"
CAMP_036594,"Facebook_Acquisition_Automne_39740","39307",17.10.2021,"En_Cours","EMAIL","Suisse",2024/02/14,"KARIM LEROUX"
CAMP_036595,"Twitter_Awareness_Q4_39741","3727",06/13/2023,"DRAFT","EMAIL","",," Sophie Martin"
CAMP_036596,"LinkedIn_Acquisition_Q1_39742","TBD",,"EN_COURS","N/A","FR",2021/10/28,""
CAMP_036597,"Google_Promo_Automne_39743","1298 $",05-01-2024,"Terminé","SEO","fr",2021/05/04,"SOPHIE MARTIN"
CAMP_036598,"SEO_Awareness_Automne_39744","2.240EUR",,"Terminé","","BELGIQUE",06-10-2021,"amira faure"
CAMP_036599,"LinkedIn_Lancement_Automne_39745","6234",20.06.2024,"en_cours","DISPLAY","Fr",2021/01/25,"Karim Leroux"
CAMP_036600,"TikTok_Lancement_Q4_39746","45254",15-01-2022,"","Email","allemagne",2020-06-14," Sophie Martin"
CAMP_036601,"LinkedIn_Awareness_BlackFriday_39747","16387",2023-11-04,"aCTIF","Video","de",21.08.2022,"inconnu"
CAMP_036602,"Email_Promo_Noel_39748","2914",,"terminé","video","",06-12-2023,"Amira Faure"
CAMP_036603,"Facebook_Conversion_Ete_39749","TBD",2020/02/25,"Inactif","Mail","Allemagne",05/08/2024,"amira faure"
CAMP_036604,"LinkedIn_Promo_Automne_39750","29796",2020/07/14,"inactif","affiliation","UK",,"Karim Leroux"
CAMP_036605,"TikTok_Fidelite_Q2_39751","34905",2022/11/07,"INACTIF","affiliation","ESPAGNE",,"Karim Leroux"
CAMP_036606,"LinkedIn_Awareness_Q4_39752","34173",2024-10-20,"En_Cours","","USA",2021/03/19,"JEAN DUPONT"
CAMP_036607,"LinkedIn_Lancement_Printemps_39753","14269 $",oct 2024,"EN_COURS","N/A","Italie",2022/12/22,"Sophie Martin"
CAMP_036608,"LinkedIn_Promo_Q4_39754","39941",09/06/2021,"EN_COURS","Social","ESPAGNE",sep 2021,"sophie martin"
CAMP_036609,"Email_Promo_Ete_39755","N/A",02/06/2024,"Draft","","BE",27-06-2023,"Jean Dupont"
CAMP_036610,"Affiliation_Conversion_Printemps_39756","30007",2022/01/27,"N/A","","Allemagne",2021/02/15,"SOPHIE MARTIN"
CAMP_036387,"TikTok_Promo_Ete_39757","35216",,"DRAFT","Search","Espagne",02/01/2022,"N/A"
CAMP_036611,"SEO_Retargeting_Noel_39758","680",2021/06/19,"PAUSE","","",2022/10/16,"AMIRA FAURE"
CAMP_036612,"Affiliation_Fidelite_Automne_39759","9362",2022/02/16,"N/A","VIDEO"," FR ",10/24/2022,"SOPHIE MARTIN"
CAMP_036613,"YouTube_Retargeting_Printemps_39760","38974 $",jan 2022,"aCTIF","Social","SUISSE",,"Jean Dupont"
CAMP_036614,"Affiliation_Soldes_Q2_39761","1560EUR",fev 2023,"INACTIF","Affiliation","FRANCE",,"Amira Faure"
CAMP_036615,"SEO_Soldes_Q1_39762","27290",02.02.2022,"ACTIF","SOCIAL","ES",06/03/2024," Sophie Martin"
CAMP_036616,"Affiliation_Soldes_Noel_39763","14186",2023/06/15,"pause","VIDEO","Etats-Unis",,"Sophie Martin "
CAMP_036617,"YouTube_Fidelite_Q3_39764","864",14-09-2022,"INactif","social","GB",11-02-2021,"Karim Leroux"
CAMP_036618,"Email_Promo_Q3_39765","41158",jul 2024,"Inactif","affiliation","",26.03.2021,"JEAN DUPONT"
CAMP_036619,"LinkedIn_Soldes_Q3_39766","TBD",2020-12-12,"TERMINE","affiliation","Suisse",dec 2024,"Sophie Martin"
CAMP_036620,"TikTok_Fidelite_Hiver_39767","non defini",02.01.2022,"Terminé","mail","de",,"Inconnu"
CAMP_036621,"TikTok_Fidelite_Noel_39768","24119",04/25/2021,"Terminé","e-mail","Suisse",03/24/2022,"Karim Leroux"
CAMP_036622,"Twitter_Brand_Ete_39769","non defini",2020/06/12,"En cours","SEO","belgique",,""
CAMP_036623,"YouTube_Fidelite_Hiver_39770","39924",2020/06/27,"aCTIF","email","",2022-03-03," jean dupont "
CAMP_036624,"SEO_Lancement_Q4_39771","28168",2023/11/07,"Terminé","Video","ESPAGNE",2023-04-03,"JEAN DUPONT"
CAMP_036625,"SEO_Brand_Ete_39772","2771 EUR",2020/06/25,"aCTIF","Affiliation","France",2021-05-16,"n/a"
CAMP_036626,"TikTok_Acquisition_Noel_39773","1109 $",10/03/2020,"draft","VIDEO","",,"sophie martin"
CAMP_036627,"TikTok_Brand_Printemps_39774","1134",2020/07/18,"aCTIF","","GB",nov 2020,""
CAMP_036628,"YouTube_Brand_Q3_39775","6.267EUR",24-02-2022,"actif","affiliation","USA",,"inconnu"
CAMP_036629,"TikTok_Fidelite_Q3_39776","35703 $",15-09-2022,"inactif","email","SUISSE",2020/12/25,"Jean Dupont"
CAMP_036618,"Email_Promo_Automne_39777","31749",08-08-2021,"terminé","SEARCH","Suisse",2023/12/03,"karim.leroux"
CAMP_036630,"Affiliation_Brand_Automne_39778","6014",2023-01-08,"INACTIF","VIDEO","ESPAGNE",," Sophie Martin"
CAMP_036631,"LinkedIn_Conversion_Noel_39779","7073EUR",oct 2020,"draft","social_media","france",17-10-2022,"inconnu"
CAMP_036632,"YouTube_Lancement_Automne_39780","44190 $",02-01-2020,"aCTIF","VIDEO","Espagne",2020-04-12,"Sophie Martin"
CAMP_036633,"Facebook_Fidelite_Q3_39781","9935",2020/04/11,"draft","mail","DE",2023/05/03,"JEAN DUPONT"
CAMP_036634,"YouTube_Acquisition_Hiver_39782","45833EUR",16-02-2020,"Terminé","Mail","US",14.12.2020,"Karim Leroux"
CAMP_036635,"Affiliation_Brand_Q1_39783","2075",21-12-2022,"INACTIF","N/A","US",2023/11/20,"AMIRA FAURE"
CAMP_036636,"TikTok_Promo_Q3_39784","49504",23-02-2023,"en_cours","Social","BE",2022/06/05,"karim.leroux"
CAMP_036637,"Affiliation_Awareness_Automne_39785","1.628EUR",14.09.2022,"terminé","social","France",25-12-2024,"Sophie Martin "
CAMP_036638,"LinkedIn_Acquisition_Printemps_39786","38522 $",02/01/2020,"En cours","Social Media","",,"n/a"
CAMP_036639,"Email_Acquisition_Q1_39787","42460",2021/01/04,"N/A","Search","US",2024/06/09,""
CAMP_036640,"Instagram_Awareness_Q2_39788","43789",2024/03/08,"en_cours","mail","FR",2022/03/14,"inconnu"
CAMP_036641,"YouTube_Acquisition_Q3_39789","13165",2021/01/02,"ACTIF","DISPLAY","",2022/12/04,""
CAMP_036642,"YouTube_Brand_Noel_39790","29452",12.04.2020,"ACTIF","VIDEO","France",2022/05/26,"inconnu"
CAMP_036643,"LinkedIn_Fidelite_Automne_39791","5162",04/21/2024,"draft","EMAIL","belgique",06/03/2022,""
CAMP_036644,"Facebook_Promo_Q3_39792","47342",28.03.2020,"EN_COURS","Video"," FR ",2023/03/28,""
CAMP_036595,"Instagram_Awareness_Automne_39793","32638",2021-09-10,"inactif","social_media","Suisse",03-09-2020,"n/a"
CAMP_036645,"TikTok_Conversion_Q4_39794","32062",05/26/2020,"Terminé","display","Belgique",2022/01/12,""
CAMP_036646,"SEO_Awareness_Printemps_39795","N/A",2024/12/09,"N/A","","US",19.06.2023,"Karim Leroux"
CAMP_036647,"Affiliation_Soldes_Noel_39796","N/A",10/09/2023,"TERMINE","DISPLAY","DE",01.02.2020,""
CAMP_036648,"SEO_Acquisition_BlackFriday_39797","44477",2021/11/17,"","Affiliation","GB",15-04-2024,"SOPHIE MARTIN"
CAMP_036649,"Google_Retargeting_Q4_39798","33166",15-11-2024,"termine","DISPLAY","BELGIQUE",2022/11/18,"Sophie Martin "
CAMP_036650,"Google_Lancement_Q2_39799","14583",,"inactif","display","FRANCE",2021-02-25,""
CAMP_036597,"YouTube_Fidelite_Q2_39800","N/A",2022-11-19,"Pause","DISPLAY","de",2021-09-08,"AMIRA FAURE"
CAMP_036651,"LinkedIn_Retargeting_Q1_39801","577 EUR",03-04-2022,"PAUSE","Search","Espagne",2020/10/18,"amira faure"
CAMP_036652,"Twitter_Retargeting_Automne_39802","37629",2020/04/01,"TERMINE","Display","Belgique",25-05-2024,"INCONNU"
CAMP_036653,"Email_Awareness_Ete_39803","37274",05/11/2022,"Actif","e-mail","italie",2023-08-11,"Karim Leroux"
CAMP_036248,"Email_Promo_Noel_39804","39812",23-05-2020,"pause","N/A","Allemagne",aou 2021," Sophie Martin"
CAMP_036654,"LinkedIn_Awareness_Automne_39805","8487",08-12-2023,"En cours","social_media","",16-04-2022,"INCONNU"
CAMP_036655,"Affiliation_Promo_Noel_39806","16318",2022/10/25,"En cours","Search","Etats-Unis",07-08-2022,"sophie martin"
CAMP_036656,"TikTok_Retargeting_Q1_39807","12772",2022-10-08,"INACTIF","SOCIAL","Italie",jun 2023,"INCONNU"
CAMP_036657,"Affiliation_Soldes_Q4_39808","TBD",2021/08/13,"termine","EMAIL","Suisse",11/21/2022,"Amira Faure"
CAMP_036658,"Affiliation_Acquisition_Ete_39809","6367",2020/03/23,"Terminé","affiliation","Italie",02/24/2021,"Karim Leroux"
CAMP_036659,"Google_Soldes_Q1_39810","43216 EUR",26-10-2023,"INactif","SOCIAL","France",nov 2020," Sophie Martin"
CAMP_036660,"YouTube_Brand_Q3_39811","9695",09-07-2024,"aCTIF","N/A","Espagne",15-06-2023,"KARIM LEROUX"
CAMP_036574,"YouTube_Promo_Q2_39812","14135",14.05.2024,"N/A","Mail","SUISSE",2024/05/28,"amira faure"
CAMP_036661,"TikTok_Conversion_Ete_39813","38028",2020-02-14,"","search","",25-02-2023,"Amira Faure"
CAMP_036662,"YouTube_Fidelite_BlackFriday_39814","13439",2024/01/21,"Inactif","seo","UK",2020-08-24,"Sophie Martin "
CAMP_036663,"TikTok_Soldes_Q3_39815","28658EUR",03/18/2021,"termine","","UK",20-08-2020,"Sophie Martin"
CAMP_036664,"TikTok_Retargeting_Printemps_39816","35151",28-12-2023,"INactif","display","Fr",mai 2024,"Jean Dupont"
CAMP_036665,"Google_Soldes_Hiver_39817","27772",2024/03/19,"Inactif","display","GB",19-03-2024,"n/a"
CAMP_036666,"Google_Acquisition_Hiver_39818","47583",24-07-2021,"En_Cours","seo","Allemagne",2021/01/18,"Inconnu"
CAMP_036667,"TikTok_Promo_Noel_39819","45337EUR",09/03/2023,"PAUSE","SEARCH","DE",,"Amira Faure"
CAMP_036668,"LinkedIn_Fidelite_Automne_39820","",01-10-2021,"Actif","Affiliation"," FR ",06-06-2022,"sophie martin"
CAMP_036669,"Google_Soldes_Noel_39821","26738 $",05.10.2022,"Inactif","Affiliation","",2024/01/26,"Amira Faure"
CAMP_036670,"Twitter_Acquisition_Ete_39822","46686",nov 2020,"INACTIF","","BELGIQUE",nov 2020,"Amira Faure"
CAMP_036671,"Instagram_Conversion_Printemps_39823","15195,00 EUR",jan 2023,"draft","SOCIAL","USA",2023-06-07,"Jean Dupont"
CAMP_036672,"Instagram_Conversion_Automne_39824","35362",2020/01/12,"terminé","SOCIAL","france",,"sophie martin"
CAMP_036673,"YouTube_Promo_Printemps_39825","44935",17.07.2021,"N/A","search","France",,"KARIM LEROUX"
CAMP_036674,"Twitter_Fidelite_Automne_39826","22638",08-04-2023,"INACTIF","social_media","belgique",2020/03/12,"Sophie Martin "
CAMP_036675,"Google_Retargeting_Q3_39827","35315",26-09-2023,"EN_COURS","DISPLAY","allemagne",,"sophie martin"
CAMP_036676,"Affiliation_Soldes_Q3_39828","41760",2024-06-24,"PAUSE","Email","USA",,""
CAMP_036677,"Instagram_Retargeting_Ete_39829","7017",2021/08/14,"","social_media","Suisse",2023/03/16,"Sophie Martin"
CAMP_036678,"LinkedIn_Awareness_Hiver_39830","non defini",17-12-2024,"N/A","SEARCH","SUISSE",,"sophie martin"
CAMP_036679,"TikTok_Promo_Hiver_39831","30910",25-02-2022,"actif","email","SUISSE",09/05/2022," Sophie Martin"
CAMP_036680,"Google_Soldes_Printemps_39832","46518",27-11-2024,"Terminé","VIDEO","Etats-Unis",06-12-2021," Sophie Martin"
CAMP_036681,"Affiliation_Promo_Q2_39833","32522",23.01.2024,"EN_COURS","Social","Royaume-Uni",jan 2022," Sophie Martin"
CAMP_036682,"Affiliation_Lancement_Printemps_39834","34007",aou 2022,"ACTIF","SOCIAL","DE",2021/03/04,"Amira Faure"
CAMP_036683,"LinkedIn_Acquisition_Ete_39835","45470",20-09-2023,"Actif","email","Italie",,"KARIM LEROUX"
CAMP_036684,"LinkedIn_Fidelite_Q1_39836","13851",2022/03/02,"terminé","social","",16-02-2023,"Jean Dupont"
CAMP_036685,"Google_Soldes_Hiver_39837","16576",14-02-2021,"PAUSE","email","de",08/08/2022,"KARIM LEROUX"
CAMP_036686,"Email_Awareness_Q4_39838","42817 $",,"","video","SUISSE",05-01-2022,""
CAMP_036687,"LinkedIn_Soldes_Q3_39839","29675",2021/08/26,"INactif","Video","US",jan 2021,"sophie martin"
CAMP_036688,"TikTok_Acquisition_BlackFriday_39840","6785",2022/11/08,"Terminé","VIDEO","IT",," Sophie Martin"
CAMP_036689,"Facebook_Acquisition_Ete_39841","TBD",20-09-2022,"Inactif","Social","Fr",08/19/2023,"Sophie Martin "
CAMP_036690,"YouTube_Acquisition_Automne_39842","2038",07-01-2020,"Terminé","video","SUISSE",2024/12/20,"Jean Dupont"
CAMP_036691,"Google_Retargeting_Noel_39843","36015",avr 2023,"termine","video","",06/12/2021," Sophie Martin"
CAMP_036692,"Facebook_Retargeting_Q3_39844","16959",2024/12/01,"Draft","search","DE",2023/08/08,"Sophie Martin"
CAMP_036693,"Affiliation_Promo_Printemps_39845","TBD",jun 2021,"pause","Video","",2023-08-09,""
CAMP_036694,"Affiliation_Brand_Ete_39846","27810",14-01-2021,"terminé","seo","UK",,"KARIM LEROUX"
CAMP_036695,"Google_Conversion_Q1_39847","32184",28-01-2024,"termine","e-mail","",2023/06/07,"Karim Leroux"
CAMP_036696,"Twitter_Promo_Q1_39848","41590",01-04-2024,"Terminé","video","France",04-05-2022,"karim.leroux"
CAMP_036697,"Instagram_Lancement_Ete_39849","10939",,"aCTIF","Affiliation","",21-05-2023,""
CAMP_036698,"Instagram_Brand_Q1_39850","",2020/05/16,"aCTIF","email","",05/23/2024,"KARIM LEROUX"
CAMP_036699,"LinkedIn_Soldes_Hiver_39851","41777EUR",,"INACTIF","SEO","Suisse",2024/12/11,"sophie martin"
CAMP_036700,"YouTube_Brand_Q3_39852","22046",2023/08/22,"INactif","","Fr",12-09-2020,"Jean Dupont"
CAMP_036701,"Instagram_Retargeting_Q4_39853","41165",2024/06/18,"Terminé","social","belgique",2022-08-26,"inconnu"
CAMP_036702,"Google_Soldes_Printemps_39854","6992",2024/05/16,"PAUSE","Search","Italie",2021/07/08,"JEAN DUPONT"
CAMP_036703,"Google_Awareness_Q4_39855","9830",jan 2023,"ACTIF","EMAIL","allemagne",16-03-2022,"Sophie Martin "
CAMP_036704,"YouTube_Lancement_Noel_39856","33683",17-05-2023,"aCTIF","Video","fr",19-01-2024,"N/A"
CAMP_036705,"Email_Retargeting_Noel_39857","45556",2024-08-24,"draft","social_media","US",02-12-2021,"Inconnu"
CAMP_036706,"TikTok_Soldes_BlackFriday_39858","27684",04/15/2020,"aCTIF","Affiliation","SUISSE",03/06/2022,"Jean Dupont"
CAMP_036707,"SEO_Promo_BlackFriday_39859","22885",2023-02-26,"terminé","","IT",2023/01/17,"INCONNU"
CAMP_036432,"Affiliation_Conversion_Printemps_39860","16433",2024/10/01,"pause","SEARCH","CH",2022/05/26,""
CAMP_036708,"LinkedIn_Soldes_BlackFriday_39861","12182",2024/04/14,"aCTIF","DISPLAY","Italie",2023/10/23,"Amira Faure"
CAMP_036709,"Email_Acquisition_Q4_39862","19112",22.04.2020,"terminé","social","US",2020/04/03,"amira faure"
CAMP_036710,"YouTube_Retargeting_Q1_39863","49509,00 EUR",08-07-2023,"inactif","Affiliation","France",nov 2023," Sophie Martin"
CAMP_036711,"Affiliation_Retargeting_Q2_39864","6016,00 EUR",,"DRAFT","mail","Allemagne",05-05-2023,"n/a"
CAMP_036712,"Facebook_Lancement_Q3_39865","17745,00 EUR",17.12.2024,"ACTIF","affiliation","belgique",14-05-2021,"Inconnu"
CAMP_036713,"LinkedIn_Fidelite_Q4_39866","36905 $",06/18/2023,"En_Cours","SEARCH","Fr",,"Inconnu"
CAMP_036714,"SEO_Fidelite_Q3_39867","2300",06.08.2021,"Actif","e-mail","Espagne",02-10-2022," jean dupont "
CAMP_036715,"LinkedIn_Brand_Ete_39868","40465",05/12/2020,"draft","search","",2024-02-23,"Inconnu"
CAMP_036716,"Google_Promo_Printemps_39869","33870",2021-06-19,"","","Allemagne",12-03-2023,"n/a"
CAMP_036717,"Twitter_Retargeting_BlackFriday_39870","34141",24-01-2021,"actif","e-mail","Espagne",2021/03/07,"INCONNU"
CAMP_036718,"LinkedIn_Lancement_Printemps_39871","4987,00 EUR",sep 2021,"","Search"," FR ",11-06-2022,""
CAMP_036719,"Twitter_Acquisition_Q1_39872","49854",2022/06/15,"aCTIF","Social","",02-02-2021,"karim.leroux"
CAMP_036720,"Google_Fidelite_Q1_39873","32864",avr 2023,"TERMINE","SOCIAL","GB",dec 2021,""
CAMP_036721,"Facebook_Awareness_Automne_39874","N/A",24-11-2022,"","SOCIAL","Royaume-Uni",08-02-2023,"INCONNU"
CAMP_036722,"Email_Acquisition_Q3_39875","non defini",2023/10/09,"En cours","Search","",2021-05-04,"KARIM LEROUX"
CAMP_036723,"LinkedIn_Retargeting_Q4_39876","40514,00 EUR",2021/02/26,"inactif","video","FRANCE",12-12-2022,"AMIRA FAURE"
CAMP_036724,"LinkedIn_Conversion_BlackFriday_39877","34547,00 EUR",2024/01/17,"Actif","e-mail","ESPAGNE",2021/06/01,"Jean Dupont"
CAMP_036725,"Affiliation_Conversion_Ete_39878","39186",2023/09/25,"EN_COURS","Mail","",2020-12-28,"Karim Leroux"
CAMP_036726,"Google_Acquisition_BlackFriday_39879","23642",10-06-2021,"INactif","Affiliation","allemagne",2020/06/02,"Amira Faure"
CAMP_036727,"Instagram_Retargeting_Printemps_39880","32396",2021-02-01,"TERMINE","affiliation","FR",2020/05/22," jean dupont "
CAMP_036728,"Google_Acquisition_Q2_39881","2314 $",03/19/2023,"aCTIF","VIDEO","",18.07.2022,"KARIM LEROUX"
CAMP_036729,"Email_Promo_Q2_39882","11939EUR",10/02/2022,"actif","email","Suisse",05-01-2022,"Karim Leroux"
CAMP_036730,"TikTok_Acquisition_Printemps_39883","37097",2024/05/20,"Draft","social","italie",,"INCONNU"
CAMP_036731,"YouTube_Acquisition_Q2_39884","22622",2023/08/09,"termine","search","italie",2023/02/23," Sophie Martin"
CAMP_036732,"Google_Retargeting_Q2_39885","41164 $",sep 2020,"N/A","seo","USA",12/21/2022,"N/A"
CAMP_036733,"Instagram_Soldes_Automne_39886","4920",oct 2022,"Terminé","EMAIL","SUISSE",2020/07/24,"KARIM LEROUX"
CAMP_036734,"Affiliation_Awareness_Automne_39887","non defini",2024/12/28,"En_Cours","Display","IT",2023/06/01," jean dupont "
CAMP_036618,"Google_Acquisition_Noel_39888","non defini",04/19/2020,"Terminé","display","DE",14-07-2022,""
CAMP_036735,"SEO_Fidelite_Automne_39889","30658",2023/03/24,"en_cours","email","CH",08/08/2022,"n/a"
CAMP_036736,"Affiliation_Fidelite_Printemps_39890","TBD",02-12-2021,"TERMINE","SEO","Fr",16-08-2024,"AMIRA FAURE"
CAMP_036737,"SEO_Awareness_Noel_39891","35958 EUR",27-08-2024,"Inactif","EMAIL","US",jan 2022,""
CAMP_036738,"Twitter_Promo_Automne_39892","41594 $",12-03-2021,"Pause","","Italie",2023/10/09,"sophie martin"
CAMP_036739,"TikTok_Acquisition_Ete_39893","37855 $",01/20/2023,"Pause","","Allemagne",05/08/2023,"INCONNU"
CAMP_036740,"Email_Fidelite_Hiver_39894","18401",05-02-2024,"termine","VIDEO","IT",02/06/2024,""
CAMP_036741,"Instagram_Brand_Hiver_39895","27528",08/06/2024,"DRAFT","email","Etats-Unis",,"amira faure"
CAMP_036742,"Email_Fidelite_BlackFriday_39896","30311",13-01-2021,"","social","Suisse",15.06.2020,"Jean Dupont"
CAMP_036743,"LinkedIn_Soldes_Q3_39897","19456",2023/09/11,"inactif","","",2024-12-26,"KARIM LEROUX"
CAMP_036744,"YouTube_Lancement_Automne_39898","13140EUR",11-10-2021,"DRAFT","seo","",15-05-2024,""
CAMP_036745,"Facebook_Soldes_Ete_39899","32182",2020/12/26,"Pause","Email","Royaume-Uni",,"Karim Leroux"
CAMP_036746,"TikTok_Retargeting_BlackFriday_39900","41369",24.01.2023,"Draft","Video","",2024/01/03,"karim.leroux"
CAMP_036543,"Email_Acquisition_Q3_39901","12080",16-09-2021,"termine","email","CH",,"inconnu"
CAMP_036747,"Instagram_Conversion_Ete_39902","17320",27-04-2022,"en_cours","Display","BE",2023/06/24,"Inconnu"
CAMP_036748,"Affiliation_Retargeting_Q4_39903","9070",05/08/2024,"","search","GB",16.07.2021,"Inconnu"
CAMP_036749,"Email_Awareness_Printemps_39904","",09-09-2023,"actif","Email","USA",,"Karim Leroux"
CAMP_036750,"Instagram_Awareness_Q3_39905","21755",06-05-2023,"N/A","","DE",03-12-2024,"Sophie Martin "
CAMP_036751,"Twitter_Fidelite_BlackFriday_39906","41306",jan 2020,"TERMINE","Affiliation","IT",2020-11-08,""
CAMP_036752,"TikTok_Brand_Noel_39907","14489 $",28.04.2022,"En cours","seo","Fr",12/04/2022,"AMIRA FAURE"
CAMP_036753,"Facebook_Brand_Q2_39908","36904",2021/01/25,"terminé","Video","GB",12-08-2020,""
CAMP_036754,"TikTok_Soldes_Printemps_39909","9548",08/25/2020,"Terminé","EMAIL","Italie",,"INCONNU"
CAMP_036316,"Facebook_Lancement_Ete_39910","49892",22.04.2023,"terminé","email","Suisse",26.04.2023,""
CAMP_036755,"TikTok_Brand_Q1_39911","N/A",2021/11/17,"aCTIF","mail","SUISSE",13.04.2020,""
CAMP_036756,"Google_Retargeting_Printemps_39912","45306",2022/04/18,"","seo","SUISSE",04-09-2021,"JEAN DUPONT"
CAMP_036757,"SEO_Conversion_Noel_39913","TBD",2024/07/01,"Terminé","Email","DE",2024/01/18,"KARIM LEROUX"
CAMP_036758,"TikTok_Promo_Q1_39914","35923",2023-07-11,"aCTIF","search","US",2024/07/15,"amira faure"
CAMP_036759,"LinkedIn_Conversion_BlackFriday_39915","26870",,"Actif","Mail","allemagne",04-06-2024,"SOPHIE MARTIN"
CAMP_036266,"TikTok_Acquisition_Hiver_39916","15429",2024/08/15,"DRAFT","Social Media","Royaume-Uni",2024/05/17,"N/A"
CAMP_036760,"Google_Brand_Hiver_39917","23427",15-12-2023,"actif","Email","Espagne",11-04-2021,"KARIM LEROUX"
CAMP_036761,"Email_Promo_Q1_39918","",2024/03/25,"INACTIF","email","GB",03/08/2024,"JEAN DUPONT"
CAMP_036762,"Google_Promo_Automne_39919","",08/01/2024,"Inactif","SEO","Royaume-Uni",,"JEAN DUPONT"
CAMP_036763,"Facebook_Conversion_Automne_39920","21666 $",28-08-2023,"","Affiliation","FRANCE",05-11-2020,"N/A"
CAMP_036764,"SEO_Fidelite_Q4_39921","23462",2020-08-11,"TERMINE","Social","DE",2021/11/05,"Amira Faure"
CAMP_036765,"Instagram_Awareness_Q3_39922","13358",2023/06/17,"terminé","Email","IT",17.02.2023,"Karim Leroux"
CAMP_036766,"Affiliation_Promo_Q2_39923","12388",02/12/2022,"actif","Email","US",,"JEAN DUPONT"
CAMP_036767,"TikTok_Awareness_Q2_39924","3934",04/27/2022,"Actif","Social","BELGIQUE",03-07-2023,"INCONNU"
CAMP_036768,"LinkedIn_Conversion_BlackFriday_39925","17723",mar 2021,"terminé","Video","de",04.06.2024,"Sophie Martin"
CAMP_036769,"TikTok_Awareness_Q4_39926","40659",2024-07-23,"Pause","email","belgique",,"Karim Leroux"
CAMP_036303,"SEO_Promo_Q3_39927","44836",2023/05/11,"actif","DISPLAY","",,"karim.leroux"
CAMP_036770,"Instagram_Brand_Printemps_39928","27251EUR",2022/03/16,"en_cours","DISPLAY","FRANCE",2022/03/20,"JEAN DUPONT"
CAMP_036771,"Email_Awareness_Printemps_39929","TBD",01/01/2023,"pause","Social Media","ES",sep 2020,"Sophie Martin "
CAMP_036772,"TikTok_Brand_BlackFriday_39930","6783",14-11-2020,"ACTIF","affiliation","Fr",2020/10/20,"sophie martin"
CAMP_036773,"TikTok_Awareness_Noel_39931","26234,00 EUR",2021-08-21,"En_Cours","EMAIL","Suisse",2022/10/16,"AMIRA FAURE"
CAMP_036774,"SEO_Fidelite_BlackFriday_39932","7476 $",2024/12/01,"draft","e-mail","BELGIQUE",02-11-2021,"SOPHIE MARTIN"
CAMP_036775,"Google_Brand_Ete_39933","TBD",17-07-2022,"EN_COURS","SOCIAL","USA",2024-02-16,"Karim Leroux"
CAMP_036776,"LinkedIn_Fidelite_Q2_39934","N/A",2023/10/02,"en_cours","SOCIAL","Espagne",2024-05-24,"JEAN DUPONT"
