id_interaction,id_lead,type_action,timestamp,canal_interaction,duree_secondes,page_url,note_qualite
INT_00144234,LEAD_0005931,"achat",1762938868,"mail","237","","5"
INT_00144235,LEAD_0001643,"CLIC",579775,"CHAT","316"," https://www.monsite.fr/accueil ","5"
INT_00144236,LEAD_0019733,"clic",1695546865,"web","259"," https://www.monsite.fr/accueil ","3"
INT_00144237,LEAD_0016987,"clic",1725660549085,"app","568","","2"
INT_00112556,LEAD_0005732,"",1757065300,"Mail","-105","www.monsite.fr/promo","2"
INT_00144238,LEAD_0022951,"vue",757181,"SMS","22.34","",""
INT_00144239,LEAD_0015971,"achat",1728628932,"App","208","","4"
INT_00144240,LEAD_0025305,"vue",1745799892,"","8300","https://www.monsite.fr/PRODUITS","5"
INT_00144241,LEAD_0024731,"click",2024-11-11T19:55:12.320Z,"Mobile","188","https://www.monsite.fr/produits/","3"
INT_00144242,LEAD_0008039,"vue",1685990045,"SMS","471s","monsite.fr/landing","3.0"
INT_00144243,LEAD_0014442,"vue",1685692764,"web","405","www.monsite.fr/promo","1"
INT_00144244,LEAD_0029089,"achat",1679492245,"N/A","0","https://www.monsite.fr/produits?ref=goog&utm_source=cpc","mauvais"
INT_00144245,LEAD_0011990,"",2024-10-07T14:25:44.177Z,"App","2834","https://www.monsite.fr/produits?ref=goog&utm_source=cpc",""
INT_00144246,LEAD_0011453,"vue",1718892626," web ","494","https://www.monsite.fr/produits/","-3"
INT_00144247,LEAD_0010996,"clic",1735278852,"","142.08","HTTP://www.monsite.fr/blog","bon"
INT_00144248,LEAD_0008108,"clic",,"Sms","526","https://www.monsite.fr/produits?ref=goog&utm_source=cpc&","2"
INT_00144249,LEAD_0010845,"achat",797367,"SMS","62","HTTP://www.monsite.fr/blog","3"
INT_00144250,LEAD_0024739,"vue",1681763643516,"Web","291","https://www.monsite.fr/produits?ref=goog&utm_source=cpc","5"
INT_00144251,LEAD_0021636,"VUE",1726614002,"Mail","62","www.monsite.fr/promo","0"
INT_00144252,LEAD_0021024,"vue",29/12/2024,"App","N/A","https://www.monsite.fr/produits","5"
INT_00144253,LEAD_0023164,"clic",1747301661,"App","380","",""
INT_00144254,LEAD_0022207,"vue",1687237374161,"WEB","318","https://www.monsite.fr/accueil","1.8"
INT_00144255,LEAD_0019395,"clic",1696483268,"live_chat","506s","HTTP://www.monsite.fr/blog","4"
INT_00144256,LEAD_0002388,"vue",1753567130,"SMS","-198","","4"
INT_00008297,LEAD_0001344,"vue",1716746019,"chat","50","https://www.monsite.fr/produits?ref=goog&utm_source=cpc&","N/A"
INT_00144257,LEAD_0013858,"CLIC",1725310845,"","115","https://www.monsite.fr/produits/","2"
INT_00144258,LEAD_0005632,"CLIC",,"Email","268"," https://www.monsite.fr/accueil ","3"
INT_00144259,LEAD_0020515,"clic",2024-06-14T20:30:59.545Z,"Chat","","https://www.monsite.fr/produits/","1/5"
INT_00144260,LEAD_0008092,"vue",1718368185392,"Chat","471","https://www.monsite.fr/produits","1"
INT_00144261,LEAD_0028281,"vue",2023-09-01T07:08:52.154Z,"PUSH","-49","/accueil","4/5"
INT_00144262,LEAD_0012795,"clic",1735919845," mobile ","N/A","https://www.monsite.fr/produits?ref=goog&utm_source=cpc","-1"
INT_00144263,LEAD_0007241,"vue",1707334615,"email","440"," https://www.monsite.fr/accueil ","4.5"
INT_00144264,LEAD_0008927,"view",1708627314,"Chat","11","monsite.fr/landing",""
INT_00144265,LEAD_0023651,"vue",1703878986,"Push","","monsite.fr/landing","3/5"
INT_00144266,LEAD_0027411,"clic",13/06/2023,"web","353"," https://www.monsite.fr/accueil ","mauvais"
INT_00144267,LEAD_0006725,"view",2023-11-06T01:36:14.686Z," mobile ","150","https://www.monsite.fr/PRODUITS","4"
INT_00144268,LEAD_0004737,"clic",1764746091924,"Chat","N/A"," https://www.monsite.fr/accueil ",""
INT_00144269,LEAD_ORPHAN_99822,"",1709925446,"PUSH","9784","https://www.monsite.fr/produits/","5"
INT_00144270,LEAD_0017176,"",1702975452,"SMS","252.48","HTTP://www.monsite.fr/blog","2.6"
INT_00144271,LEAD_0013630,"clic",2024-03-11T05:25:08.795Z,"","0","www.monsite.fr/promo","5"
INT_00144272,LEAD_0018856,"vue",1766172273379,"MOBILE","N/A","monsite.fr/landing","bon"
INT_00144273,LEAD_0000845,"vue",1717527912,"Push","369","","3"
INT_00144274,LEAD_0013207,"clic",1684836655,"Mail","","https://www.monsite.fr/produits/","2.8"
INT_00144275,LEAD_0011383,"click",1769981707," web ","446","https://www.monsite.fr/produits?ref=goog&utm_source=cpc&",""
INT_00144276,LEAD_0026459,"Achat",1714874861,"web","83","","3"
INT_00144277,LEAD_ORPHAN_94088,"view",1741234124,"Mobile","","","3"
INT_00144278,LEAD_0004961,"VUE",1747737479,"push","412","HTTP://www.monsite.fr/blog","2"
INT_00144279,LEAD_0016766,"",19/03/2023,"Mobile","346","","5"
INT_00144280,LEAD_0012042,"clic",2026-02-09 04:51:32.996,"push","4.80","monsite.fr/landing","4"
INT_00144281,LEAD_0019907,"vue",1743514783,"chat","8058","https://www.monsite.fr/produits","4"
INT_00144282,LEAD_0007508,"",27/02/2026,"","34s","https://www.monsite.fr/produits?ref=goog&utm_source=cpc&","4"
INT_00144283,LEAD_0023691,"vue",2023-07-24 10:20:17.315,"Chat","","",""
INT_00144284,LEAD_0017855,"purchase",907830,"Web","46s","/accueil","3"
INT_00144285,LEAD_0024802,"",1748959315,"Chat","","","5"
INT_00144286,LEAD_0014355,"purchase",1689114609,"SMS","138","https://www.monsite.fr/produits","5"
INT_00144287,LEAD_0029949,"VUE",1756038534,"Email","N/A"," https://www.monsite.fr/accueil ","2.2"
INT_00144288,LEAD_0028130,"",2023-03-14T00:56:22.386Z,"SMS","365","","3/5"
INT_00144289,LEAD_0004391,"",2024-01-27T00:28:20.770Z,"Email","92","https://www.monsite.fr/PRODUITS","2"
INT_00144290,LEAD_0005076,"CLIC",1733405554,"","98","www.monsite.fr/promo","5"
INT_00144291,LEAD_0009603,"clic",06/02/2026,"mobile","452"," https://www.monsite.fr/accueil ","5"
INT_00144292,LEAD_0003591,"vue",2025-05-23T01:10:24.448Z,"live_chat","272","https://www.monsite.fr/produits?ref=goog&utm_source=cpc&","4"
INT_00144293,LEAD_0000899,"clic",2024-08-01T06:43:38.434Z,"chat","383","https://www.MonSite.fr/contact",""
INT_00144294,LEAD_0016133,"VUE",," web ","","monsite.fr/landing","3"
INT_00144295,LEAD_0001415,"",2025-04-23T13:32:10.616Z,"WEB","426","",""
INT_00144296,LEAD_0024725,"view",2025-10-13 13:32:33.225,"Chat","N/A","HTTP://www.monsite.fr/blog",""
INT_00144297,LEAD_0006507,"CLIC",1713011663,"Email","231","https://www.monsite.fr/produits/","N/A"
INT_00144298,LEAD_0016114,"vue",06/11/2023,"Sms","-289","https://www.monsite.fr/PRODUITS","N/A"
INT_00144299,LEAD_0003518,"clic",1710106687,"Live Chat","N/A","https://www.monsite.fr/produits/","2"
INT_00144300,LEAD_0005489,"",1750365673095,"Live Chat","484","https://www.monsite.fr/produits","-3"
INT_00144301,LEAD_0018016,"vue",1684689413,"Chat","545","https://www.MonSite.fr/contact","1"
INT_00144302,LEAD_0008955,"click",1751573632,"live_chat","0","www.monsite.fr/promo","2/5"
INT_00144303,LEAD_0027239,"",1762670429,"sms","276.46","https://www.MonSite.fr/contact","5"
INT_00144304,LEAD_0003693,"VUE",1703942008,"sms","421","https://www.monsite.fr/PRODUITS","-1"
INT_00144305,LEAD_0024563,"view",1768039630009,"sms","50.72","/accueil",""
INT_00144306,LEAD_0023377,"vue",2025-02-08T03:08:30.458Z,"","492","www.monsite.fr/promo","2.4"
INT_00144307,LEAD_0001027,"",1684273611019,"N/A","0","https://www.monsite.fr/produits","4"
INT_00144308,LEAD_0013246,"vue",20/01/2026,"Push","228","","3"
INT_00144309,LEAD_0004566,"",1754560897,"web","251.95","https://www.monsite.fr/produits","4"
INT_00144310,LEAD_0011475,"view",2023-06-15T09:43:43.435Z,"App","384","",""
INT_00144311,LEAD_0005165,"",1744399083683,"EMAIL","3270"," https://www.monsite.fr/accueil ","3"
INT_00144312,LEAD_0023815,"click",2024-04-17T21:34:46.744Z,"MOBILE","321","","5"
INT_00144313,LEAD_0012597,"",,"Web","398","https://www.monsite.fr/produits?ref=goog&utm_source=cpc",""
INT_00144314,LEAD_0010077,"vue",1722376334,"chat","349","https://www.monsite.fr/accueil","3"
INT_00144315,LEAD_0001155,"view",25/04/2023,"sms","","https://www.monsite.fr/produits?ref=goog&utm_source=cpc&","10"
INT_00144316,LEAD_0010437,"vue",11/04/2023,"Mail","","https://www.monsite.fr/produits?ref=goog&utm_source=cpc","5"
INT_00144317,LEAD_0014618,"vue",240450,"web","29","HTTP://www.monsite.fr/blog","5"
INT_00144318,LEAD_0026754,"clic",583216,"MOBILE","28","monsite.fr/landing","1"
INT_00144319,LEAD_0028312,"CLIC",13/09/2024,"","464","https://www.monsite.fr/produits?ref=goog&utm_source=cpc&","3"
INT_00144320,LEAD_0007207,"clic",,"Chat","111","https://www.monsite.fr/produits?ref=goog&utm_source=cpc",""
INT_00144321,LEAD_0004410,"VUE",2025-02-14T05:57:18.888Z,"CHAT","565","https://www.monsite.fr/accueil",""
INT_00144322,LEAD_0009490,"",2023-11-10 00:04:13.910,"Chat","","","3"
INT_00144323,LEAD_0026259,"clic",1759460726,"App","2005","","4.4"
INT_00144324,LEAD_0016117,"achat",1759546800077,"Live Chat","69","www.monsite.fr/promo","1"
INT_00144325,LEAD_0011912,"vue",,"Chat","174.57","HTTP://www.monsite.fr/blog","N/A"
INT_00144326,LEAD_0022348,"clic",1753646953,"live_chat","1951","https://www.monsite.fr/PRODUITS","5"
INT_00144327,LEAD_0020486,"",2025-01-31 16:52:05.944,"","214","https://www.monsite.fr/produits?ref=goog&utm_source=cpc&","4"
INT_00144328,LEAD_0019489,"VUE",2024-12-13T23:06:47.385Z,"App","511s","https://www.monsite.fr/produits?ref=goog&utm_source=cpc",""
INT_00144329,LEAD_0008222,"vue",1704055551,"live_chat","309","monsite.fr/landing","5"
INT_00144330,LEAD_0001932,"vue",1685863238,"CHAT","137","","1"
INT_00144331,LEAD_0023242,"purchase",2024-12-26 15:26:06.005,"Live Chat","102"," https://www.monsite.fr/accueil ","3"
INT_00144332,LEAD_0026053,"purchase",1737357231," web ","552.25","https://www.MonSite.fr/contact","5"
INT_00144333,LEAD_0001349,"",1753351632,"sms","34","www.monsite.fr/promo","2"
INT_00144334,LEAD_0001791,"vue",1698468265,"email","341","https://www.monsite.fr/produits/","4.7"
INT_00144335,LEAD_ORPHAN_98540,"clic",2024-12-10T19:07:09.862Z,"Mobile","70"," https://www.monsite.fr/accueil ","1"
INT_00144336,LEAD_0024241,"Achat",16/04/2025,"","35","www.monsite.fr/promo","2.5"
INT_00144337,LEAD_0001896,"achat",1741987062," mobile ","7567","https://www.monsite.fr/PRODUITS","3"
INT_00144338,LEAD_0014551,"clic",1772025640248,"Chat","138.94","https://www.MonSite.fr/contact","1"
INT_00144339,LEAD_0014931,"clic",1749517529090,"mobile","2 min","monsite.fr/landing",""
INT_00144340,LEAD_0019117,"",1730046660,"","508","https://www.monsite.fr/produits/",""
INT_00144341,LEAD_0002421,"clic",1704325956," mobile ","9030"," https://www.monsite.fr/accueil ","5"
INT_00144342,LEAD_0013701,"view",2024-03-10 14:33:24.173,"Web","","","N/A"
INT_00144343,LEAD_ORPHAN_98354,"vue",1697949630,"App","N/A","https://www.monsite.fr/PRODUITS",""
INT_00144344,LEAD_0028127,"vue",1762532918,"SMS","344.19","","3"
INT_00144345,LEAD_0000713,"",1711644213,"Email","","monsite.fr/landing","4"
INT_00144346,LEAD_0021893,"clic",1755866402,"APP","42.42","https://www.monsite.fr/produits?ref=goog&utm_source=cpc","2"
INT_00144347,LEAD_0027403,"vue",1732297994496,"push_notification","-180","https://www.monsite.fr/PRODUITS","N/A"
INT_00144348,LEAD_0008152,"vue",1678605923,"WEB","406","https://www.monsite.fr/produits?ref=goog&utm_source=cpc&","3"
INT_00144349,LEAD_ORPHAN_96023,"clic",1751628907291,"","309s","https://www.monsite.fr/produits?ref=goog&utm_source=cpc&","10"
INT_00144350,LEAD_0016148,"",23/01/2026,"sms","80","www.monsite.fr/promo","2"
INT_00144351,LEAD_0028862,"clic",2025-10-12T19:35:10.722Z,"","563","/accueil","3"
INT_00144352,LEAD_0027128,"vue",,"Mail","N/A","https://www.monsite.fr/produits/","1"
INT_00144353,LEAD_0003998,"vue",1706825938,"APP","N/A"," https://www.monsite.fr/accueil ",""
INT_00144354,LEAD_0011536,"",,"APP","","/accueil","1.2"
INT_00144355,LEAD_0024033,"",1708895808,"N/A","165s","https://www.monsite.fr/PRODUITS","1.4"
INT_00144356,LEAD_0025498,"purchase",2026-02-27 15:00:15.458,"sms","395","https://www.MonSite.fr/contact","2"
INT_00144357,LEAD_0022694,"click",1687561006,"email","","https://www.monsite.fr/PRODUITS","2"
INT_00144358,LEAD_0003713,"clic",1738882388,"Sms","","HTTP://www.monsite.fr/blog",""
INT_00144359,LEAD_0014319,"",15/06/2023,"web","592","https://www.monsite.fr/accueil","3"
INT_00144360,LEAD_0010276,"clic",15/10/2024,"mobile","592","","2"
INT_00115915,LEAD_0004038,"clic",1770392905,"sms","69","monsite.fr/landing",""
INT_00144361,LEAD_0000285,"clic",11/02/2025,"sms","176","https://www.monsite.fr/accueil","3"
INT_00144362,LEAD_0000329,"vue",2024-03-19T18:23:47.218Z,"","","",""
INT_00144363,LEAD_0022487,"click",,"Web","98s","HTTP://www.monsite.fr/blog","1/5"
INT_00144364,LEAD_0003994,"CLIC",2025-07-11T17:29:07.597Z,"WEB","N/A","https://www.monsite.fr/produits?ref=goog&utm_source=cpc","bon"
INT_00144365,LEAD_0013626,"vue",2024-07-07 11:01:43.273,"MOBILE","554","https://www.monsite.fr/produits?ref=goog&utm_source=cpc&","2.2"
INT_00144366,LEAD_0012562,"clic",,"email","90","https://www.monsite.fr/produits/","N/A"
INT_00144367,LEAD_0016632,"VUE",1772554995828,"MOBILE","5304","https://www.monsite.fr/produits/","3"
INT_00144368,LEAD_0024124,"VUE",2024-10-20 23:53:12.978,"Live Chat","0","https://www.monsite.fr/produits?ref=goog&utm_source=cpc&","bon"
INT_00144369,LEAD_0028656,"Achat",1736821127176," mobile ","353","","0"
INT_00144370,LEAD_0004496,"clic",1696003061,"","398"," https://www.monsite.fr/accueil ","0"
INT_00144371,LEAD_0011921,"Achat",11/04/2025,"App","300.01","https://www.monsite.fr/PRODUITS","8"
INT_00144372,LEAD_0017281,"click",1689778040830,"Live Chat","79","https://www.monsite.fr/produits/","2"
INT_00144373,LEAD_0011312,"clic",2023-12-08T02:35:15.751Z,"CHAT","37","","1"
INT_00144374,LEAD_0024862,"",2024-11-23T01:57:43.813Z,"N/A","51","","1"
INT_00144375,LEAD_0013165,"",1738882958,"Email","50","","mauvais"
INT_00144376,LEAD_0021466,"vue",2023-10-18T17:24:31.260Z,"N/A","-213","","5"
INT_00144377,LEAD_0024045,"clic",1719953891," mobile ","381"," https://www.monsite.fr/accueil ","4"
INT_00144378,LEAD_0028235,"clic",1684412287,"mail","546.70","/accueil","1"
INT_00144379,LEAD_0010226,"clic",671574,"mail","N/A"," https://www.monsite.fr/accueil ","2"
INT_00144380,LEAD_0016201,"CLIC",1717177344,"N/A","373"," https://www.monsite.fr/accueil ","2"
INT_00144381,LEAD_ORPHAN_94078,"Achat",1751993402," web ","352","https://www.monsite.fr/produits?ref=goog&utm_source=cpc&","0"
INT_00144382,LEAD_ORPHAN_98825,"VUE",937929,"EMAIL","","https://www.monsite.fr/accueil","9"
INT_00144383,LEAD_0013154,"vue",997885," mobile ","N/A","HTTP://www.monsite.fr/blog","4"
INT_00144384,LEAD_0018565,"",1692668823,"mail","568","https://www.MonSite.fr/contact","0"
INT_00144385,LEAD_0017340,"clic",1751018376,"CHAT","105","https://www.monsite.fr/produits?ref=goog&utm_source=cpc","5"
INT_00144386,LEAD_0016745,"",1702613152776,"","191","https://www.MonSite.fr/contact","4"
INT_00144387,LEAD_0028007,"clic",20/10/2023,"email","507","https://www.monsite.fr/produits?ref=goog&utm_source=cpc&","2"
INT_00144388,LEAD_0013113,"",1686021089,"","21","https://www.monsite.fr/produits",""
INT_00144389,LEAD_0024760,"VUE",2025-03-08T10:12:07.526Z,"Push","314.90","https://www.monsite.fr/produits/","-4"
INT_00144390,LEAD_0015345,"clic",1686523417482,"Push","539.50","monsite.fr/landing",""
INT_00144391,LEAD_0029594,"click",1727689150,"MOBILE","0","https://www.monsite.fr/accueil","4.8"
INT_00144392,LEAD_0016366,"achat",1714977791239,"","341.07","monsite.fr/landing","0"
INT_00144393,LEAD_0005471,"vue",2025-12-10T11:33:18.732Z,"live_chat","3022","https://www.monsite.fr/PRODUITS","2"
INT_00144394,LEAD_0015993,"clic",1684560986," mobile ","378.34","monsite.fr/landing","5"
INT_00144395,LEAD_0015140,"clic",2024-03-10 06:18:05.516," mobile ","547","","mauvais"
INT_00144396,LEAD_0000121,"clic",1761000799,"Sms","37","/accueil",""
INT_00144397,LEAD_ORPHAN_99882,"clic",1760359999,"N/A","192","https://www.monsite.fr/accueil","3/5"
INT_00144398,LEAD_0023767,"achat",2023-04-11 17:33:14.993,"SMS","24.78","https://www.monsite.fr/PRODUITS","1.2"
INT_00144399,LEAD_0010741,"vue",723655," web ","N/A","https://www.monsite.fr/produits","3"
INT_00144400,LEAD_0015286,"vue",2024-09-11T05:58:45.143Z,"Mail","N/A","","-4"
INT_00144401,LEAD_ORPHAN_95153,"view",2024-01-23T12:00:36.093Z,"Chat","216","HTTP://www.monsite.fr/blog","1"
INT_00144402,LEAD_0007452,"purchase",29/07/2025,"","330","","-5"
INT_00144403,LEAD_0027328,"clic",13/09/2025,"mail","7 min","HTTP://www.monsite.fr/blog","moyen"
INT_00144404,LEAD_0004581,"view",1679086168357," mobile ","109","",""
INT_00144405,LEAD_0016323,"achat",919763,"mobile","309s","https://www.monsite.fr/produits?ref=goog&utm_source=cpc","4"
INT_00144406,LEAD_0010555,"clic",2024-03-23 09:04:53.891,"Push","","www.monsite.fr/promo","2"
INT_00144407,LEAD_0027912,"Achat",19/11/2025,"Mobile","584.89","https://www.monsite.fr/produits/","0"
INT_00144408,LEAD_0017827,"Achat",1753635794444,"push","","https://www.MonSite.fr/contact","4"
INT_00144409,LEAD_ORPHAN_97415,"",2025-04-11T15:32:01.372Z,"sms","352","https://www.monsite.fr/produits/","1"
INT_00144410,LEAD_0022055,"vue",679738,"SMS","9880","https://www.MonSite.fr/contact","5"
INT_00144411,LEAD_0019090,"Achat",1680984045,"mobile","2 min","HTTP://www.monsite.fr/blog","4"
INT_00144412,LEAD_0005584,"click",2023-05-10T12:00:30.762Z,"live_chat","513","","5"
INT_00144413,LEAD_0013719,"click",2026-02-13T19:23:34.157Z,"live_chat","439","HTTP://www.monsite.fr/blog","-5"
INT_00144414,LEAD_0010529,"vue",123115,"Sms","334","","2"
INT_00144415,LEAD_0019024,"view",2023-11-29T08:36:04.741Z,"APP","538","monsite.fr/landing","3"
INT_00144416,LEAD_0014216,"clic",2024-07-29 00:35:42.039,"Email","","www.monsite.fr/promo","4"
INT_00144417,LEAD_0013163,"",2025-11-02 10:49:35.926,"PUSH","","","5"
INT_00144418,LEAD_0012958,"clic",2025-04-21 21:50:53.270,"","486","https://www.MonSite.fr/contact","3"
INT_00144419,LEAD_ORPHAN_94131,"",1708069543,"Mobile","N/A","https://www.monsite.fr/produits","1"
INT_00144420,LEAD_0018314,"vue",1717597199,"chat","48","https://www.monsite.fr/produits","1"
INT_00144421,LEAD_0026966,"vue",1704998003923,"PUSH","160","www.monsite.fr/promo","0"
INT_00144422,LEAD_0003878,"CLIC",1753849655,"mail","365"," https://www.monsite.fr/accueil ","3"
INT_00144423,LEAD_0029364,"clic",14/04/2024,"Chat","0","https://www.MonSite.fr/contact","4"
INT_00144424,LEAD_0027550,"clic",1720267685187,"mail","514.40","https://www.monsite.fr/accueil","0"
INT_00144425,LEAD_0016870,"clic",2024-11-20T07:42:04.137Z,"App","8462","www.monsite.fr/promo","2"
INT_00144426,LEAD_0002425,"vue",10/04/2025,"Mobile","122","https://www.monsite.fr/produits?ref=goog&utm_source=cpc&",""
INT_00144427,LEAD_0021469,"achat",2024-05-23T19:59:02.050Z,"","4809","https://www.MonSite.fr/contact",""
INT_00144428,LEAD_0014236,"clic",,"Live Chat","N/A","https://www.monsite.fr/produits/","-5"
INT_00144429,LEAD_0026180,"CLIC",1694308127831,"live_chat","0"," https://www.monsite.fr/accueil ","-4"
INT_00144430,LEAD_0003803,"",2024-02-09 07:17:01.829,"Chat","N/A","https://www.monsite.fr/produits/","1/5"
INT_00144431,LEAD_0010299,"clic",1706313976,"","422","HTTP://www.monsite.fr/blog","4"
INT_00144432,LEAD_0009751,"",02/12/2024,"WEB","14","","5"
INT_00144433,LEAD_0015719,"vue",2025-01-08T06:20:13.956Z,"","-196","https://www.monsite.fr/produits","1"
INT_00144434,LEAD_0026689,"achat",1771970454,"sms","337s","www.monsite.fr/promo",""
INT_00144435,LEAD_0005281,"vue",2026-01-30T08:23:26.922Z,"push","N/A"," https://www.monsite.fr/accueil ",""
INT_00144436,LEAD_0001837,"click",1757401833959,"live_chat","2842","https://www.monsite.fr/accueil","3"
INT_00144437,LEAD_0026614,"",11/09/2025,"Push","-102","https://www.MonSite.fr/contact","4"
INT_00144438,LEAD_0005229,"purchase",2024-03-27T01:39:50.811Z,"","","https://www.monsite.fr/produits","1/5"
INT_00144439,LEAD_0013227,"Achat",2023-07-07T18:26:36.638Z,"mail","485","",""
INT_00071519,LEAD_0018019,"",2024-01-30T16:26:50.513Z,"","97"," https://www.monsite.fr/accueil ","2"
INT_00092146,LEAD_0008844,"clic",2023-10-14T03:17:53.946Z,"CHAT","-261","","4"
INT_00144440,LEAD_0001764,"clic",1761854588,"WEB","547","https://www.monsite.fr/PRODUITS",""
INT_00144441,LEAD_0006410,"vue",1739666458155,"","N/A","https://www.monsite.fr/PRODUITS","3/5"
INT_00144442,LEAD_0002715,"vue",2025-07-05T09:00:29.517Z,"N/A","","https://www.monsite.fr/produits/","5"
INT_00144443,LEAD_0027988,"achat",1711014571272,"N/A","9","https://www.MonSite.fr/contact","1"
INT_00144444,LEAD_0016145,"",2023-06-04 04:55:20.966,"Chat","519","https://www.monsite.fr/produits?ref=goog&utm_source=cpc","2"
INT_00144445,LEAD_0025683,"",1768873455,"mobile","410"," https://www.monsite.fr/accueil ","bon"
INT_00144446,LEAD_0020290,"vue",1739930791,"EMAIL","582","HTTP://www.monsite.fr/blog","4"
INT_00144447,LEAD_0025347,"achat",1750795058082,"","474","https://www.monsite.fr/produits?ref=goog&utm_source=cpc&","3"
INT_00144448,LEAD_0006724,"clic",1704723049,"mail","182","https://www.monsite.fr/produits/","3.9"
INT_00144449,LEAD_0028814,"purchase",1769199316,"EMAIL","145.40","https://www.monsite.fr/produits/","1"
INT_00144450,LEAD_0010370,"purchase",2025-03-29 21:33:28.562,"Chat","117.66","www.monsite.fr/promo","1"
INT_00144451,LEAD_0001744,"CLIC",14/01/2024,"MOBILE","","https://www.monsite.fr/produits?ref=goog&utm_source=cpc&","bon"
INT_00144452,LEAD_0002399,"achat",1727377051,"push_notification","","","1.2"
INT_00077721,LEAD_0023951,"vue",2025-09-08T18:04:39.018Z,"app","","/accueil","1"
INT_00144453,LEAD_0001168,"",2023-09-17T10:39:45.753Z,"mobile","517","/accueil","4"
INT_00144454,LEAD_0004149,"vue",18/01/2024,"N/A","316","https://www.monsite.fr/PRODUITS","3"
INT_00144455,LEAD_0006079,"Achat",1735082817,"app","","","1/5"
INT_00144456,LEAD_0015278,"vue",1725357380590,"EMAIL","309","","5"
INT_00144457,LEAD_0016776,"CLIC",2024-09-27 10:47:38.481,"Mobile","566","/accueil","1"
INT_00144458,LEAD_0017273,"",1752147221," web ","-105","https://www.monsite.fr/PRODUITS","0"
INT_00144459,LEAD_0002141,"Achat",2025-10-13 07:14:28.220,"chat","N/A","https://www.monsite.fr/produits","9"
INT_00144460,LEAD_0008620,"CLIC",14/05/2025,"chat","-5","https://www.MonSite.fr/contact","1"
INT_00144461,LEAD_0000717,"",2026-02-20 15:15:49.852,"Chat","444","www.monsite.fr/promo","4.3"
INT_00144462,LEAD_0001298,"achat",2025-11-16T03:27:35.433Z,"mail","N/A","",""
INT_00144463,LEAD_0019008,"achat",2025-10-13 17:26:59.379," mobile ","353","https://www.monsite.fr/accueil","10"
INT_00144464,LEAD_0008300,"purchase",2024-05-25 21:12:05.269,"sms","306","","4.0"
INT_00144465,LEAD_0020431,"clic",1724841609,"Live Chat","68","monsite.fr/landing","N/A"
INT_00144466,LEAD_0019946,"clic",2024-06-09 11:56:10.233,"live_chat","413","https://www.monsite.fr/produits/",""
INT_00144467,LEAD_0013697,"view",2024-07-06T12:33:51.405Z,"Sms","598.90","https://www.monsite.fr/accueil","1"
INT_00144468,LEAD_0003056,"achat",2024-12-03T12:09:31.242Z,"Web","N/A","https://www.monsite.fr/produits?ref=goog&utm_source=cpc","1"
INT_00144469,LEAD_0001002,"",1733644417,"Live Chat","496.55","www.monsite.fr/promo","4"
INT_00144470,LEAD_0021348,"achat",2025-08-20T11:25:07.812Z," web ","444","/accueil","5"
INT_00144471,LEAD_0023287,"",1756635105,"App","355","https://www.monsite.fr/produits?ref=goog&utm_source=cpc&","3"
INT_00144472,LEAD_0014043,"Achat",1701772183,"app","N/A","https://www.monsite.fr/produits?ref=goog&utm_source=cpc","4"
INT_00144473,LEAD_0011695,"",1726311200555,"EMAIL","326.45"," https://www.monsite.fr/accueil ","2"
INT_00144474,LEAD_0001836,"view",2024-07-01T07:06:13.895Z,"N/A","564","https://www.monsite.fr/produits?ref=goog&utm_source=cpc&","0"
INT_00144475,LEAD_0023997,"clic",,"Email","-268","monsite.fr/landing","3.9"
INT_00144476,LEAD_0002539,"clic",2026-01-12T22:48:18.263Z," web ","299","monsite.fr/landing","2.7"
INT_00144477,LEAD_0016855,"vue",1722126560,"Chat","421s","https://www.monsite.fr/produits?ref=goog&utm_source=cpc","4"
INT_00144478,LEAD_0017863,"VUE",,"WEB","400","www.monsite.fr/promo",""
INT_00144479,LEAD_0010763,"clic",2024-08-02 00:46:32.452,"","","HTTP://www.monsite.fr/blog","3"
INT_00144480,LEAD_0026985,"",15/10/2023,"Chat","520","https://www.monsite.fr/produits/",""
INT_00144481,LEAD_0026896,"view",1697337457,"web","436"," https://www.monsite.fr/accueil ","4"
INT_00144482,LEAD_0004374,"vue",1739841879,"Sms","-51","https://www.MonSite.fr/contact",""
INT_00144483,LEAD_0001728,"clic",1696285343178,"APP","-122"," https://www.monsite.fr/accueil ","3"
INT_00144484,LEAD_0000557,"clic",2025-03-18T13:28:37.473Z,"Chat","-225","https://www.monsite.fr/produits/","2"
INT_00144485,LEAD_0010195,"purchase",1770929921863,"push_notification","116","HTTP://www.monsite.fr/blog",""
INT_00144486,LEAD_0025675,"achat",1760153512224,"Mobile","515","https://www.monsite.fr/accueil","9"
INT_00144487,LEAD_0010720,"CLIC",2025-10-01 19:33:40.371,"app","270.53","https://www.monsite.fr/produits?ref=goog&utm_source=cpc","5"
INT_00144488,LEAD_0022268,"",1768295867,"Email","0","monsite.fr/landing","4"
INT_00144489,LEAD_0004824,"",1694470020,"Push","-198","https://www.monsite.fr/produits","-5"
INT_00144490,LEAD_0013442,"",1724283286,"Mobile","137"," https://www.monsite.fr/accueil ","2"
INT_00144491,LEAD_0026682,"click",2023-04-24 00:39:07.667,"Chat","-233","HTTP://www.monsite.fr/blog","5"
